handle,title,vendor,product_category,type,tags,published,sku,grams,price,compare_at_price,requires_shipping,taxable,image_src,description,brand,features,material,returns,warranty,product_url
jaquar-soap-dish-continental-acn-chr-1131n,Jaquar Soap Dish Continental ACN-CHR-1131N,Better Home,Home & Garden > Decor,Bathroom Accessories,Bathroom and Kitchen fixtures,True,SWSD1001-7786,0,800,800,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ACN-CHR-1131N.jpg?v=1698480807,,Jaquar,"Color: Chrome

Model: Continental",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-soap-dish-continental-acn-chr-1131n
jaquar-continental-soap-dispenser-acn-chr-1137n,Jaquar Continental Soap Dispenser ACN-CHR-1137N,Better Home,,Unknown,,True,HABA0087 - 22667033,0,3410,3700,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar4.jpg?v=1697468119,,Jaquar,Finish: Chrome,,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-continental-soap-dispenser-acn-chr-1137n
jaquar-tumbler-holder-queens-aqn-chr-7741,Jaquar Tumbler Holder Queen's AQN-CHR-7741,Better Home,Home & Garden > Decor,Tumbler Holder,Bathroom and Kitchen fixtures,True,SWTH1002-6612,0,1550,1550,False,True,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/AQN-CHR-7741.jpg?v=1698480664,,Jaquar,"Color: Chrome

Mounting: Wall Mounted",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-tumbler-holder-queens-aqn-chr-7741
jaquar-tumbler-holder-kubix-prime-akp-chr-35741p,Jaquar Tumbler Holder Kubix Prime AKP-CHR-35741P,Better Home,Home & Garden > Decor,Bath Fittings,Bathroom and Kitchen fixtures,True,SWTH1003 - 6659,0,1075,1075,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Holder2.jpg?v=1697464878,,Jaquar,"Color: Chrome
Combined Dimensions: 70 x 70 x 100 mm",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-tumbler-holder-kubix-prime-akp-chr-35741p
jaquar-tumbler-holder-continental-acn-chr-1141n,Jaquar Tumbler Holder Continental ACN-CHR-1141N,Better Home,,Tumbler Holder,Bathroom and Kitchen fixtures,True,SWTH1001-6565,0,775,775,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Holder.jpg?v=1697464407,,Jaquar,"Color: Chrome

Combined Dimensions :70 mm",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-tumbler-holder-continental-acn-chr-1141n
perumal-tirupathi-balaji-tanjore-painting,Perumal Tirupathi Balaji Tanjore Painting 15 x 12 inch,Better Home,,Tanjore Painting,Home Decor,True,DETA0002-01,0,10500,13000,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DETA0002-02.jpg?v=1697448022,"This Painting is 100% handmade made with original 22 carat gold leaves and authentic Jaipur gems by skilled artisans in Thanjavur. 
 Beautiful gift for any auspicious occasion.",Better Home,"Beautifully crafted painting of Perumal or Tirupathi Venkateswara Balaji

Materials: 
  22 Carat Original Gold Foils
  Frame: Traditional Chettinadu Teak Wood frame 
  Water Resistant Plywood
  Cloth
  Paints
  Authentic Jaipur gem stones
  Arabic gum and chalk powder.
 Color: Multicolor",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/perumal-tirupathi-balaji-tanjore-painting
jaquar-elena-plus-vertical-manual-6-l-water-heater-elm-wht-3kwv006,Jaquar Elena Plus Vertical (Manual) 6 L Water Heater ELM-WHT-3KWV006,Better Home,Home & Garden > Household Appliances > Water Heaters,Water Heater,Electricals,True,ELST01559-04,0,9500,9500,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/elenaplus_b6786fed-4198-4338-af75-23b475479ca4.jpg?v=1697169197,,Jaquar,"Details : Elena Plus Vertical (Manual)
 Volume(L) : 6
 Rated Wattage : 3 Kw
 Voltage / Frequency (V/Hz) : 230V / 50Hz
 Temperature Range : 25C to 75C
 Working Pressure (Mpa) : 0.8
 Inlet / Outlet Connection (Inch) : 1/2",,Immediately return goods on delivery in case of any damages found.,"7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",https://betterhomeapp.com/products/jaquar-elena-plus-vertical-manual-6-l-water-heater-elm-wht-3kwv006
jaquar-elena-plus-vertical-manual-10-l-water-heater-elm-wht-3kwv010,Jaquar Elena Plus Vertical (Manual) 10 L Water Heater ELM-WHT-3KWV010,Better Home,Home & Garden > Household Appliances > Water Heaters,Water Heater,Electricals,True,ELST01559-03,0,10800,10800,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/elenaplus.jpg?v=1697168534,,Jaquar,"Details : Elena Plus Vertical (Manual)
 Volume(L) : 10
 Rated Wattage : 3 Kw
 Voltage / Frequency (V/Hz) : 230V / 50Hz
 Temperature Range : 25C to 75C
 Working Pressure (Mpa) : 0.8
 Inlet / Outlet Connection (Inch) : 1/2",,Immediately return goods on delivery in case of any damages found.,"7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",https://betterhomeapp.com/products/jaquar-elena-plus-vertical-manual-10-l-water-heater-elm-wht-3kwv010
jaquar-elena-vertical-manual-10-ltr-elm-wht-v010,Jaquar Elena Vertical Manual 10 Ltr ELM-WHT-V010,Better Home,Home & Garden > Household Appliances > Water Heaters,Water Heater,Electricals,True,ELST0158 - 02,0,9800,9800,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquarelana15l_faee4a49-5c45-450f-b6d2-39ccf6582cca.jpg?v=1697167190,,Jaquar,"Details : Elena Vertical (Manual)
 Volume(L) : 10
 Rated Wattage : 2 Kw
 Voltage / Frequency (V/Hz) : 230V / 50Hz
 Temperature Range : 25C to 75C
 Working Pressure (Mpa) : 0.8
 Inlet / Outlet Connection (Inch) : 1/2
 Product Dimensions(WxDxH in mm) : 328x328x295",,Immediately return goods on delivery in case of any damages found.,"7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",https://betterhomeapp.com/products/jaquar-elena-vertical-manual-10-ltr-elm-wht-v010
jaquar-control-plate-darc-chrome-chr-372415,Jaquar Control Plate D'arc Chrome CHR-372415,Better Home,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Toilet & Bidet Accessories > Toilet Trim,Bath Fittings,Bathroom and Kitchen fixtures,True,SACI0011-01,0,1475,1475,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/JCP-CHR-372415.jpg?v=1697119065,,Jaquar,Finish: Chrome,,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-control-plate-darc-chrome-chr-372415
jaquar-single-piece-slim-concealed-cistern-jcs-wht-2400s,Jaquar Single Piece Slim Concealed Cistern JCS- WHT-2400S,Better Home,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Toilet & Bidet Accessories > Toilet Tanks,Bath Fittings,Bathroom and Kitchen fixtures,True,SACI0010-01,0,5750,5750,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/JCS-WHT-2400S.jpg?v=1697118161,,Jaquar,Single Piece Slim Concealed Cistern Body with Installations Kit & S-Type drain pipe connection set for Wall Hung WC (without Flush Control Plate),,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-single-piece-slim-concealed-cistern-jcs-wht-2400s
jaquar-elena-vertical-manual-15-ltr-elm-wht-v015,Jaquar Elena Vertical Manual 15 Ltr ELM-WHT-V015,Better Home,Home & Garden > Household Appliances > Water Heaters,Storage Water Heater,Electricals,True,ELST0157 - 01,0,10600,10600,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquarelana15l.jpg?v=1697106183,,Jaquar,"Volume(L) : 15L
 Rated Wattage : 2 Kw
 Voltage / Frequency (V/Hz) : 230V / 50Hz
 Temperature Range : 25C to 75C
 Working Pressure (Mpa) : 0.8
 Inlet / Outlet Connection (Inch) : 1/2
 Product Dimensions(WxDxH in mm) : 385x385x305",,Immediately return goods on delivery in case of any damages found.,"7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",https://betterhomeapp.com/products/jaquar-elena-vertical-manual-15-ltr-elm-wht-v015
jaquar-instant-electric-3-ltr-water-heater-ins-wht-3kw03,Jaquar Instant Electric 3 Ltr Water Heater INS-WHT-3KW03,Better Home,Home & Garden > Household Appliances > Water Heaters,Instant Water Heater,Electricals,True,ELIN0324-01,0,4150,4150,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/0009612_instant-03-ltr_300.jpg?v=1697099790,,Jaquar,"Volume : 3
 Rated Wattage : 3kw
 Voltage / Frequency (V/Hz): 230/50Hz
 Temperature Range : 25C to 75C
 Product Dimension(WxHxD) : 230x370x200mm
 Working Pressure (Mpa) : 6.5 bar
 Inlet / Outlet Connection (Inch) : 1/2""
 Inner Container Material : Stainless Steel",,Immediately return goods on delivery in case of any damages found.,"5 Years on Tank,2 Years on Heating Element and 2 Years on Other Parts",https://betterhomeapp.com/products/jaquar-instant-electric-3-ltr-water-heater-ins-wht-3kw03
jaquar-body-shower-bsh-chr-1751,Jaquar Body Shower BSH-CHR-1751,Better Home,Home & Garden > Bathroom Accessories,Body Shower,Bathroom and Kitchen fixtures,True,SWBS1001 - 6019,0,2750,2750,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/jaquarbathshower.jpg?v=1696937288,,Jaquar,"Angular movement of 15 on up and down/ left and right.

 Rain-type spray.

 Ideal pressure 1-3 bar.

 Size 100 X 100 mm.",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-body-shower-bsh-chr-1751
somany-grande-imp-pertinax-600x1200mm-tile,Somany Grande Imp Pertinax 600x1200mm Tile - 1 Box,Better Home,Hardware > Building Materials > Wall & Ceiling Tile,Tiles,Garden & Outdoor,True,FLTI0078-02,0,1085,2379,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLTI0078-Display-1.png?v=1697025974,,Somany,"2 pieces in a box
 Glazed vitrified tiles
 Carving design
 600x1200mm",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/somany-grande-imp-pertinax-600x1200mm-tile
sharonply-sharon-exoti-serena-veneer,SharonPly - Sharon Exoti Serena Veneer,Better Home,Home & Garden > Decor,Veneer,Furniture,True,TIVE0051 - 24814209,0,0,0,False,True,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Exoti-Serena.jpg?v=1696851595,,SharonPly,"SharonPly uses advanced technology to manufacture veneers.
 Veneer sheets are bound together by knitting hot melt springs.
 Once the sheets are joined; they are then pasted on the base ply.
 Thus, an additional level of process is incorporated rather than simply pasting veneers in order to ensure optimum adhesion.",,Immediate return for damaged goods on delivery.,Manufacturer Warranty: 7 Years,https://betterhomeapp.com/products/sharonply-sharon-exoti-serena-veneer
sikagrout-214-in-30kgs,Sika SikaGrout 214 IN 30 KG Bag,Better Home,Hardware > Tools > Masonry Tools > Cement Mixers,Cement,"Garden & Outdoor, Grout",True,HACE0088-24831865,0,602,740,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SikaGrout1.jpg?v=1696828118,,Sika,"Easy to use, ready to mix powder
 Easy to mix, only add water
 Adjustable consistency
 Rapid strength development
 High final strengths
 Initial expansion by gas generation
 Impact and vibration resistant
 Non-corrosive
 Not flammable
 Non-toxic
 Expansive to counteract initial shrinkage",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sikagrout-214-in-30kgs
sharonply-sharon-exoti-presto-veneer,SharonPly - Sharon Exoti Presto Veneer,Better Home,Home & Garden > Decor,Veneer,Furniture,True,Dummy,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/sharonplyveneerPresto.jpg?v=1696824191,,SharonPly,"SharonPly uses advanced technology to manufacture veneers.
 Veneer sheets are bound together by knitting hot melt springs.
 Once the sheets are joined; they are then pasted on the base ply.
 Thus, an additional level of process is incorporated rather than simply pasting veneers in order to ensure optimum adhesion.",,Immediately return goods on delivery in case of any damages found.,Manufacturer Warranty: 7 Years,https://betterhomeapp.com/products/sharonply-sharon-exoti-presto-veneer
sharonply-sharon-exoti-aura-veneer,SharonPly - Sharon Exoti Aura Veneer,Better Home,Home & Garden > Decor,Veneer,Furniture,True,TIPL0056 - 22110532,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SharonExotiAura.jpg?v=1696823431,,SharonPly,"Easy to work and offers value for money.
 Being a BIS Complaint Product, the product quality is superior.
 VIRASAFE: A specially designed surface treatment with Activated Nanoparticles that makes the product over 99% virus safe.",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sharonply-sharon-exoti-aura-veneer
sharonply-sharon-exoti-natura-veneer,SharonPly - Sharon Exoti Natura Veneer,Better Home,Home & Garden > Decor,Timber,Furniture,True,TIPL0055 - 24570693,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Natureveneer.jpg?v=1696822100,,SharonPly,"Application: Natural Wood veneer is mainly used for interior decoration applications in many different segments.
 Its ideal for residential projects, hotel projects, offices and many more. 
 In addition veneer is also processed to create a variety of products such as veneer parquet, flexible veneer sheets, wood veneer boards, wood veneer wallpaper etc. 
In other words veneer can give any interior a unique look and feel.",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sharonply-sharon-exoti-natura-veneer
sharonply-sharon-one-side-teak-ost-4mm,SharonPly - Sharon One Side Teak (OST) - 4mm,Better Home,Home & Garden > Decor,Plywood,Furniture,True,TIPL0058 - 22110530,0,0,0,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Sharonteak.jpg?v=1696693472,,SharonPly,"Raw Materials  Cautiously assorted original Burma Teak to get the best grains and colors.
 Base  Thicker face veneer used in base ply (imported Gurjan/hardwood) to give the surface a smooth finish.
 Superior Surface  Produced with unique splicing technology which ensures superior surface with uniformity.
 Manufacturing  Double-pressed to ensure a balanced panel for any erect vertical/horizontal application.
 Durability  Adhesive as per IS:848 makes it suitable for any ambience and environment.
 Resistance to Borer & Termite  The unique Kyoto formula makes the product Borer and Termite resistant.
 Eco Friendly  Emission free product bonded with melamine adhesive.
 Standard Thickness (mm): 4.
 Virasafe: A specially designed surface treatment with Activated Nanoparticles that makes the product over 99% virus safe.
 Usage: Door skins, Cupboards, Flooring, Cladding, Partitions, Counter tops, Panelling, Ceilings, Fascia, Exotic furniture, Kitchen utensils, Landscaping, Musical instruments, Extrinsic, etc.
 Finishing: Conventional or any finish depending on individual choice.
 Advantage: Its appearance becomes more beautiful throughout the years.
 This and its warm feeling colour makes the perfect combination to convert this veneer in an indispensable element in each project.
 Providing them with the elegance of modern minimalism or may even highlighting the most classic design.
 Applications: Teak enjoys a good reputation, well deserved by its high resistance and durability.
 It presents great stability in changing environments.
 Due to this is used above all in panelling, furniture, floors and ship decking. 
 Indeed because of its well-known value. its use is increasing in the manufacture of high-value furniture and luxurious boats.",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sharonply-sharon-one-side-teak-ost-4mm
sharonply-sovereign-bwp-door,SharonPly - Sovereign BWP Door,Better Home,,Unknown,,True,TIPL0041 - 22109408,0,0,0,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Sharondoor.jpg?v=1696690621,,SharonPly,"Bonded with Phenol Formaldehyde (PF) Resin with glue line fortified, with non-leachable Organophosphorous Compound making them Boiling Water Proof

 Smooth surface, uniform thickness and zero warping, bending and undulations

 Veneers are made from select wood species and pressed by unique veneer core jointers

 High degree of resistance to physical shocks. Greater screw-holding capacity

 Stable under varying conditions of temperature and humidity

 Treated with chemicals to render the doors Borers and Termites resistant

 Determine the authenticity of the purchased SharonPly product.",,Immediately return goods on delivery in case of any damages found.,5 Year Warranty*,https://betterhomeapp.com/products/sharonply-sovereign-bwp-door
sharonply-sharon-particle-board,SharonPly - Sharon PARTICLE BOARD,Better Home,Home & Garden > Decor,Plywood,Furniture,True,TIPL0034	22084339,0,0,0,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Particle-Board-Thumbnail-680-x-450-1-1024x678.jpg?v=1696688001,,SharonPly,"STANDARD THICKNESS (mm) : 9,11,12,15,17,18,25",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sharonply-sharon-particle-board
sharonply-sharon-prelam,SharonPly - Sharon PRELAM,Better Home,Home & Garden > Decor,Plywood,Furniture,True,TIPL0047 - 22110510,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Prelam-Thumbnail-680-x-450-1-1024x678.jpg?v=1696684025,,SharonPly,"Finish : Suede & Matt
Thickness : 9 mm, 11 mm, 12 mm,15 mm,17 mm,18 mm and 25 mm",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sharonply-sharon-prelam
